temperature	PAHs	oxygen	Corynebacterium	Acinetobacter	Klebsiella	Alcaligenes	rhamnolipids	nitrogen	biodegradation_rate	magnesium	potassium	calcium	co2
32.29980666930155	103.99337982147384	6.693768457035389	38	19	20	24	15.361701596891653	6.690442702691814	0.07267454504739741	24.666335299159414	13.36674745581308	1.104075436473704	0.5813963603791793
36.62661529743035	119.22558482250552	5.185481473078001	33	14	31	24	0.45709813569262536	3.705403167666403	0.05942942629415334	37.01057456671079	5.840505605436275	0.3291224563108722	0.47543541035322673
42.591288701622034	166.75432946855318	5.731511226061566	44	29	18	41	6.87319901122418	6.627494061722144	0.1743389179572631	36.38591241871508	5.2999511531334615	0.30506043598779436	1.394711343658105
42.29667961371529	82.95782358336902	2.209384245448499	50	20	27	36	18.405059797923684	2.9220878951756744	0.1820790744579979	44.79990762614919	13.889450233394093	0.6312267583847007	1.4566325956639832
39.35648540644704	86.95701407598666	3.7410042107760697	49	24	20	32	8.999380219607879	10.201185569091987	0.140792741010105	18.238289486670418	2.7772086229769197	0.33196190083388866	1.12634192808084
26.79754798729869	168.69041330617173	5.415939464456613	55	26	23	37	11.275071055799803	7.00341575743235	0.05455979851586051	7.614532024426147	18.959405940447343	5.045459360818702	0.43647838812688405
36.35265946810801	146.13278617039538	3.880369779063709	32	15	22	42	4.873776137664796	4.39866493913029	0.06377056182922976	7.022091548316034	14.898803294364216	4.314612872854683	0.5101644946338381
35.744718276056524	135.47798737719629	4.212480202060675	36	24	24	33	11.427988890031227	7.0257647053655035	0.0890534648462153	34.59511805583847	0.16456554627830577	0.023966707996727957	0.7124277187697224
38.548128572520056	108.32193192213231	1.9719603160676096	29	29	31	27	5.926958544288244	7.5374323150580445	0.1054275186587357	28.789164567163866	11.200665840722857	0.7954844131728069	0.8434201492698856
31.09535368256629	107.49905563884896	6.420652204807485	39	16	24	27	23.435088598650786	10.356935576005206	0.07838380898368803	24.365637706248755	15.655842496917124	1.305596240794301	0.6270704718695043
44.945255379037334	133.0085250663688	2.6522526535673165	39	14	32	31	10.426415072717868	6.645402975569204	0.1508218253323023	7.6397615633757034	10.870779579322127	2.9112897011430556	1.2065746026584183
49.364833918215616	150.92550545300807	5.205916218675352	37	21	21	36	11.52683940292607	3.749285752960661	0.24552618776336535	24.145444073526143	11.81462003590632	0.9993289002403866	1.9642095021069228
40.380006219392385	167.20516220243968	0.9422450346635713	39	21	26	34	17.621005595927908	10.620308662731105	0.13206146343162314	15.727599173395204	16.40420362775211	2.1178316466666254	1.0564917074529852
38.943351854355974	88.46417081876217	7.065860756714663	44	18	25	42	13.439614153266048	2.5670014665038354	0.1170843291912449	54.84561543889481	9.507030260905287	0.3557998276735866	0.9366746335299592
