methylation_level	H3K36me3_level	H3K27ac_level	H3K4me1_level	H4K16ac
0.23129769461292232	0.6540323161079541	0.5796025363503241	0.4716965796727951	0.06481443107096392
0.060173178475259874	0.7779797836787671	0.4980667526366229	0.2845643635842757	0.22589119207847078
0.15362037818878038	0.6095132151658567	0.41763478868403997	0.3182556187387571	0.31306110765866346
-0.03043174321114772	0.5104668621181548	0.6871560759484818	0.30542790598189207	0.1317591376694978
0.36009276371217436	0.5301516066254047	0.5648873137946074	0.36925685214553655	0.0650475063869879
-0.3152950685584241	0.5721314977523007	0.651826491240034	0.29248496784609074	0.16425085883883472
0.28468728699812007	0.48183893083551527	0.5976614010084528	0.2986344002175222	0.055877598143462506
0.1131460928935245	0.3540180392254307	0.6077436399165493	0.3895272945026045	0.43569347015513316
0.1631632860299111	0.6854844989337614	0.623653016139723	0.3170985570853454	0.23842812779068684
-0.08552658540577172	0.5082622947482278	0.6264223413976002	0.20923640241462618	0.14739414892700073
-0.05751901917957483	0.6462908285852521	0.3724877943186867	0.2355359453911635	0.44488480655379775
-0.016185753790280644	0.5277622642109292	0.48797566623373634	0.34415324578220835	0.09614404260131816
0.3852307594898728	0.5306373658171873	0.5439011036568309	0.2757483983812654	0.09799091636933344
0.10365240376064205	0.5810100643658553	0.6174913681601049	0.257633819139264	0.1801219945111617
0.1333985129733713	0.4874725387128767	0.5003257221277022	0.3836948740475608	0.17266387145462908
0.02174913146722581	0.5877127410994171	0.6212703386255686	0.3615338275854818	0.062464788369016894
0.18043863587822134	0.2787696777818211	0.7729675731207977	0.3011201493841709	0.18305266337570028
0.2629839155421503	0.8484698351319429	0.61560021274499	0.35892275735395146	0.14329167259519737
-0.14322859172922064	0.4477136892160045	0.4549678168677983	0.2857952048946691	0.11351877023241708
0.14714549845686536	0.5982389087682924	0.5996182691791956	0.27573406269769773	0.23133850923011862
0.11209851281234746	0.46894414771049964	0.786390317878611	0.31224604983393	0.29988383552739134
0.06501489118882528	0.7920981342326044	0.6119676259464206	0.2935747165894632	0.3513288489836136
0.009077179171425337	0.6166653591268296	0.7527657981337847	0.2626863080947113	0.5149460710022623
-0.2930239319323989	0.6206672835086551	0.7395700460711021	0.36698610899334383	0.19371802050663237
0.26636794091883265	0.5033640543021691	0.6432569915589028	0.17714930529648354	0.81220820138177
0.007617467643152839	0.47999476539937536	0.6059118817111735	0.3396197024219552	0.11758910457361654
0.30483769938003974	0.603983310646628	0.6176092516745281	0.24536509498168335	0.23991275509080862
-0.16852656143221578	0.698553155898374	0.5850313309475497	0.22302291940098015	0.44274127635089805
0.07575500221383832	0.6474982716570171	0.6910413922264523	0.2184176418716541	0.3346779869916012
-0.021509695499757883	0.6716824364412632	0.578900458971076	0.16036853765564327	0.0539120324543272
0.2103761825639044	0.6106636263626797	0.6380239010680179	0.41552979835371046	0.2144797379934907
-0.1720444800669813	0.644484873465806	0.49146036629486756	0.22306650184756596	0.12190767782277112
0.2861172478299465	0.34896373393472346	0.5039804190517027	0.22923453736031038	0.0675905279548547
-0.037263052776626296	0.6604526700298877	0.7246071806727006	0.26903459325063517	0.40825533028364486
0.024684073254652848	0.821873183877499	0.34589168582827834	0.28103886232018443	0.3228374523561671
-0.06593162909444204	0.41254147149366044	0.7137334895766383	0.30717993917414366	0.27155245395190725
-0.08876848701389227	0.6563302234740761	0.680813763905945	0.31851380299817944	0.07997148085901624
-0.07841315155639057	0.7904108456771958	0.6523954644103506	0.33383283031469185	0.41155764668048955
0.17846271027620253	0.7404525331827538	0.5814805518690072	0.2714245157821454	0.230248807722829
0.15819235566331472	0.6317305571083608	0.46431627049388047	0.34084830790104864	0.2759301613822579
-0.04814046364871752	0.3916972103227505	0.4620463725788972	0.29999809018566304	0.3486932059951
-0.07652775186546663	0.5581468676507716	0.6599953459864296	0.2786517631627954	0.22021827770427835
-0.011817393249584772	0.5183181535835041	0.6802260966293573	0.25563972045016875	0.25226223116153507
0.1222187514768669	0.6223055186161016	0.40826966041830814	0.21476198913227731	0.0941605572486478
-0.010357696181712304	0.7728689599914356	0.5560885477195245	0.2920191085011721	0.07794512248587919
-0.07608414225363029	0.4970038827815307	0.6455882686788235	0.29793810747310273	0.05269217688912315
